"id","deviceId","workOrderNo","fileUrl","status","fileSize","createdAt","reportUrl","updatedAt"
"2111dad9-dc5b-4f22-a986-2ea5e0084973","d3831ab3-9888-4f75-804b-38a1206e840d","11111","https://mglcudhelcpnikuwsmhn.storage.supabase.co/storage/v1/s3/storage/v1/object/public/lavas-batches/batches/71c6a82c-af5a-4f24-a404-071f131944ec-Kaos_Depo_Takip_v14_FINAL_SON_KOPYA.xlsx","pending","2619684",,,
"65521e66-f169-428f-b690-864b24c8216b","d3831ab3-9888-4f75-804b-38a1206e840d","abcabc","https://mglcudhelcpnikuwsmhn.storage.supabase.co/storage/v1/s3/storage/v1/object/public/lavas-batches/batches/4ca982c9-927f-446a-803a-33989a3cfbf4-Karmasik_Urun_Agaci_Receteleri.xlsx","completed","2189596","1777727213",,
"9390aef0-99b5-4cf5-968b-600893354339","d3831ab3-9888-4f75-804b-38a1206e840d","123444","https://mglcudhelcpnikuwsmhn.storage.supabase.co/storage/v1/s3/storage/v1/object/public/lavas-batches/batches/c24dcca8-cc57-4895-aea8-177482f8589f-Lead Nova System_Denetim_Raporu_21.04.2026.xlsx","pending","18302",,,
"a0d6b1c2-e74c-4a77-91cc-2766736d29e6","d3831ab3-9888-4f75-804b-38a1206e840d","Alkali123","https://mglcudhelcpnikuwsmhn.storage.supabase.co/storage/v1/s3/storage/v1/object/public/lavas-batches/batches/540ce56d-f320-4746-b38f-c990296dfd83-Kaos_Depo_Takip_v14_FINAL_SON_KOPYA.xlsx","pending","2619684",,,
"b57f276d-6f57-479b-a530-d77dcaa43750","d3831ab3-9888-4f75-804b-38a1206e840d","Klasör 1111","https://mglcudhelcpnikuwsmhn.storage.supabase.co/storage/v1/s3/storage/v1/object/public/lavas-batches/batches/b2e325d5-5a21-4870-b409-70f13e7148cc-Lead Nova System_Denetim_Raporu_21.04.2026 (1).xlsx","pending","17078",,,
